City,City.1,State/Province,Country,Latitude,Longitude,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
NEWTON,Newton,IA,,41.699708,-93.047165,,,,,,,
SEATTLE,Seattle,WA,,47.606209,-122.332069,,,,,,,
SEATTLE,Seattle,WA,,47.606209,-122.332069,,,,,,,
TACOMA,Tacoma,WA,,47.252877,-122.444291,,,,,,,
TACOMA,Tacoma,WA,,47.252877,-122.444291,,,,,,,
MADISON,Madison,IN,,38.735893,-85.379957,,,,,,,
LOUISVILLE,Louisville,KY,,38.252665,-85.758456,,,,,,,
COCOA,Cocoa,FL,,28.386115,-80.741998,,,,,,,
HASTINGS,Hastings,FL,,29.72024,-81.50813,,,,,,,
LIVE OAK,Live Oak,FL,,30.294684,-82.98402,,,,,,,
POMPANO BEACH,Pompano Beach,FL,,26.23786,-80.12477,,,,,,,
RIVIERA BEACH,Riviera Beach,FL,,26.77534,-80.0581,,,,,,,
FORT WORTH,Fort Worth,TX,,32.755488,-97.330766,,,,,,,
ALTOONA,Altoona,IA,,41.64471,-93.46466,,,,,,,
DES MOINES,Des Moines,IA,,41.586835,-93.624959,,,,,,,
BATTLE MOUNTAIN,Battle Mountain,NV,,40.6427,-116.9344,,,,,,,
SALT LAKE CITY,Salt Lake City,UT,,40.760779,-111.891047,,,,,,,
KANSAS CITY,Kansas City,KS,,39.106667,-94.676392,,, ,,,,
NORTH KANSAS CITY,North Kansas City,MO,,39.130005,-94.562171,,, ,,,,
CRESSON,Cresson,TX,,32.53153,-97.61725,,,,,,,
CUCAMONGA,Cucamonga,CA,,34.111675,-117.59303,,,,,,,
FONTANA,Fontana,CA,,34.092233,-117.435048,,,,,,,
HELENDALE,Helendale,CA,,34.74277,-117.33755,,,,,,,
LONG BEACH,Long Beach,CA,,33.77005,-118.193739,,,,,,,
SOUTH FONTANA,South Fontana,CA,,34.05557,-117.4627,,,,,,,
STOCKTON,Stockton,CA,,37.957702,-121.29078,,,,,,,
VERNON,Vernon,CA,,34.0039,-118.23007,,,,,,,
PASCO,Pasco,WA,,46.23958,-119.10057,,,,,,,
VIRGINIA BEACH,Virginia Beach,VA,,36.852926,-75.977985,,,,,,,
WEST MEMPHIS,West Memphis,AR,,35.146484,-90.184538,,,,,,,
JOLIET,Joliet,IL,,41.525031,-88.081725,,,,,,,
COLDWATER,Coldwater,OH,,40.47866,-84.62829,,, ,,,,
KANSAS CITY,Kansas City,MO,,39.099727,-94.578567,,, ,,,,
HAMMOND,Hammond,IN,,41.583368,-87.500043,,, ,,,,
CUTLER,Cutler,IL,,38.06616,-89.58703,,, ,,,,
MOUNT VERNON,Mount Vernon,IL,,38.31727,-88.90312,,,,,,,
MOSS POINT,Moss Point,MS,,30.41131,-88.5347,,,,,,,
BENSON,Benson,AZ,,31.96787,-110.29452,,,,,,,
BLOOMINGTON,Bloomington,CA,,34.07001,-117.3956,,,,,,,
DENVER,Denver,CO,,39.739236,-104.990251,,,,,,,
WEST COLTON,West Colton,CA,,34.07001,-117.3956,,,,,,,
ALVIN,Alvin,TX,,29.423847,-95.244102,,,,,,,
IRVING,Irving,TX,,32.819595,-96.945419,,,,,,,
SHELBY,Shelby,MT,,48.505,-111.856389,,,,,,,
SUMAS,Sumas,WA,,48.999722,-122.264167,,,,,,,
DUBOIS,DuBois,PA,,41.119534,-78.760517,,,,,,,
ALSIP,Alsip,IL,,41.668921,-87.738661,,,,,,,
BEDFORD PARK,Bedford Park,IL,,41.759198,-87.798661,,,,,,,
BERKELEY,Berkeley,IL,,41.888919,-87.911169,,,,,,,
SOUTH CHARLESTON,South Charleston,WV,,38.368147,-81.698462,,,,,,,
SAN LUIS POTOSI,San Luis Potosí,SL,,22.156469,-100.98554,,,,,,,
ALBUQUERQUE,Albuquerque,NM,,35.084385,-106.650421,,,,,,,
LONG ISLAND CITY,Long Island City,NY,,40.744679,-73.948542,,,,,,,
SIOUX FALLS,Sioux Falls,SD,,43.544596,-96.731103,,,,,,,
ROANOKE,Roanoke,VA,,37.27097,-79.941427,,,,,,,
TAYLOR,Taylor,PA,,41.39203,-75.73158,,,,,,,
CHATTANOOGA,Chattanooga,TN,,35.04563,-85.30968,,,,,,,
EDWARDSVILLE,Edwardsville,IL,,38.811436,-89.953157,,,,,,,
MIAMI,Miami,FL,,25.76168,-80.19179,,,,,,,
CINCINNATI,Cincinnati,OH,,39.103118,-84.51202,,,,,,,
MOBILE,Mobile,AL,,30.695366,-88.039891,,,,,,,
ALEXANDRIA,Alexandria,VA,,38.804836,-77.046921,,,,,,,
GREENCASTLE,Greencastle,PA,,39.790926,-77.72777,,,,,,,
BINGHAMTON,Binghamton,NY,,42.098686,-75.917974,,,,,,,
CHATTANOOGA,Chattanooga,TN,,35.04563,-85.30968,,,,,,,
BUFFALO,Buffalo,NY,,42.886447,-78.878369,,,,,,,
COLUMBUS,Columbus,OH,,39.961176,-82.998794,,,,,,,
CRAFTON,Crafton,PA,,40.434791,-80.066724,,,,,,,
EUCLID,Euclid,OH,,41.593104,-81.526787,,,,,,,
LOUISVILLE,Louisville,KY,,38.252665,-85.758456,,,,,,,
SANDUSKY,Sandusky,OH,,41.44894,-82.70796,,,,,,,
WILLIS,Willis,MI,,42.1506,-83.6016,,,,,,,
GOLDSBORO,Goldsboro,NC,,35.384884,-77.992765,,,,,,,
EDGEMOOR,Edgemoor,DE,,39.758168,-75.49908,,,,,,,
CHICAGO,Chicago,IL,,41.878113,-87.629799,,,,,,,
DORAVILLE,Doraville,GA,,33.89816,-84.28381,,,,,,,
EAST POINT,East Point,GA,,33.679554,-84.439373,,,,,,,
ELKHART,Elkhart,IN,,41.681993,-85.976667,,,,,,,
STREATOR,Streator,IL,,41.120033,-88.835629,,,,,,,
FORT WAYNE,Fort Wayne,IN,,41.079273,-85.139351,,,,,,,
MAIDSVILLE,Maidsville,WV,,39.70008,-79.97034,,,,,,,
MERIDIAN,Meridian,MS,,32.364309,-88.703656,,,,,,,
ELIZABETH,Elizabeth,NJ,,40.663991,-74.210701,,,,,,,
AUGUSTA,Augusta,GA,,33.473498,-82.010515,,,,,,,
BALTIMORE,Baltimore,MD,,39.290385,-76.612189,,,,,,,
CHESAPEAKE,Chesapeake,VA,,36.768209,-76.287493,,,,,,,
COLUMBIA,Columbia,SC,,34.00071,-81.034814,,,,,,,
DALTON,Dalton,GA,,34.769802,-84.970222,,,,,,,
JACKSONVILLE,Jacksonville,FL,,30.332184,-81.655651,,,,,,,
KNOXVILLE,Knoxville,TN,,35.960638,-83.920739,,,,,,,
PETERSBURG,Petersburg,VA,,37.227927,-77.401928,,,,,,,
POTTSTOWN,Pottstown,PA,,40.245376,-75.649632,,,,,,,
SOMERSET,Somerset,KY,,37.092024,-84.604108,,,,,,,
CHARLOTTE,Charlotte,NC,,35.227087,-80.843127,,,,,,,
SPARTANBURG,Spartanburg,SC,,34.949567,-81.932048,,,,,,,
CHICAGO,Chicago,IL,,41.878113,-87.629799,,,,,,,
CLARE,Clare,MI,,43.81975,-84.76836,,,,,,,
GRAND RAPIDS,Grand Rapids,MI,,42.96336,-85.66809,,,,,,,
EL RENO,El Reno,OK,,35.5323,-97.955,,,,,,,
NORTH CHARLESTON,North Charleston,SC,,32.85462,-79.97481,,,,,,,
SEABROOK,Seabrook,TX,,29.56301,-95.02549,,,,,,,
COUNCIL BLUFFS,Council Bluffs,IA,,41.261944,-95.860833,,,,,,,
OMAHA,Omaha,NE,,41.256537,-95.934503,,,,,,,
BIG LAKE,Big Lake,TX,,31.191,-101.46,,,,,,,
FT COLLINS,Fort Collins,CO,,40.58526,-105.08442,,,,,,,
ALBANY,Albany,GA,,31.57851,-84.15574,,,,,,,
ATLANTA,Atlanta,GA,,33.749,-84.38798,,,,,,,
BAINVILLE,Bainville,MT,,48.13835,-104.22356,,,,,,,
BORGER,Borger,TX,,35.66782,-101.39794,,,,,,,
BROWNSVILLE,Brownsville,TX,,25.90175,-97.49748,,,,,,,
COTULLA,Cotulla,TX,,28.43694,-99.23532,,,,,,,
GADSDEN,Gadsden,AL,,34.01434,-86.00639,,,,,,,
GREELEY,Greeley,CO,,40.42331,-104.70913,,,,,,,
KELIM,Kelim,CO,,40.39748,-105.07598,,,,,,,
LACKAWANNA,Lackawanna,NY,,42.82589,-78.82364,,,,,,,
LOVELAND,Loveland,CO,,40.39776,-105.07498,,,,,,,
SAND SPRINGS,Sand Springs,OK,,36.13981,-96.10889,,,,,,,
STOCKTON,Stockton,CA,,37.9577,-121.29078,,,,,,,
TULSA,Tulsa,OK,,36.15398,-95.99277,,,,,,,
WINDSOR,Windsor,CO,,40.47753,-104.90136,,,,,,,
MILWAUKEE,Milwaukee,OR,,45.44623,-122.63926,,,,,,,
PORTLAND,Portland,OR,,45.51523,-122.67839,,,,,,,
OROVILLE,Oroville,WA,,48.94126,-119.4367,,,,,,,
CARSON,Carson,CA,,33.83141,-118.28202,,,,,,,
OAKLAND,Oakland,CA,,37.80436,-122.27111,,,,,,,
SEATTLE,Seattle,WA,,47.60621,-122.33207,,,,,,,
TACOMA,Tacoma,WA,,47.25288,-122.44429,,,,,,,
SEATTLE,Seattle,WA,,47.60621,-122.33207,,,,,,,
ALLAN MINES,Allan Mines,SK,,50.44521,-104.6189,, ,,,,,
DAVISDON,Davidson,SK,,51.26348,-105.9897,,,,,,,
STURGEON COUNTY,Sturgeon County,AB,,53.7,-113.5,,,,,,,
EOLA,Eola,IL,,41.77114,-88.21229,,,,,,,
NORTH PORTLAND,North Portland,OR,,45.6,-122.7,,,,,,,
KENNEDYVILLE,Kennedyville,MD,,39.31261,-75.98605,,, ,,,,
CORNELIA,Cornelia,GA,,34.51149,-83.52905,,,,,,,
WINTER HAVEN,Winter Haven,FL,,28.02224,-81.73286,,,,,,,
ANAHEIM,Anaheim,CA,,33.83659,-117.9143,,,,,,,
CHICAGO,Chicago,IL,,41.878113,-87.629799,,,,,,,
CITY OF INDUSTRY,City of Industry,CA,,34.01939,-117.95334,,,,,,,
COMMERCE,Commerce,CA,,34.00057,-118.15979,,,,,,,
FULLERTON,Fullerton,CA,,33.87036,-117.9243,,,,,,,
GUILDERLAND CENTER,Guilderland Center,NY,,42.70424,-73.97096,,,,,,,
KENT,Kent,WA,,47.38093,-122.23484,,,,,,,
KINGMAN,Kingman,AZ,,35.18944,-114.05301,,,,,,,
MINNEAPOLIS,Minneapolis,MN,,44.97775,-93.26501,,,,,,,
NATIONAL CITY,National City,CA,,32.67811,-117.0992,,,,,,,
PASADENA,Pasadena,TX,,29.69106,-95.2091,,,,,,,
PICO RIVERA,Pico Rivera,CA,,33.98307,-118.09673,,,,,,,
POOLER,Pooler,GA,,32.11548,-81.24705,,,,,,,
PORTLAND,Portland,OR,,45.51523,-122.67839,,,,,,,
RANCHO CUCAMONGA,Rancho Cucamonga,CA,,34.1064,-117.59311,,,,,,,
SALEM,Salem,OR,,44.9429,-123.0351,,,,,,,
SAN BERNARDINO,San Bernardino,CA,,34.10834,-117.28977,,,,,,,
SAN DIEGO,San Diego,CA,,32.71574,-117.16109,,,,,,,
SAND SPRINGS,Sand Springs,OK,,36.13981,-96.10889,,,,,,,
SOUTH ANAHEIM,South Anaheim,CA,,33.81784,-117.92284,,,,,,,
ST PAUL,St. Paul,MN,,44.9537,-93.08996,,,,,,,
STOCKTON,Stockton,CA,,37.9577,-121.29078,,,,, ,,
TACOMA,Tacoma,WA,,47.25288,-122.44429,,,,,,,
TULSA,Tulsa,OK,,36.15398,-95.99277,,,,,,,
VANCOUVER,Vancouver,WA,,45.63036,-122.66149,, ,,,,,
VIDAL,Vidal,CA,,34.10835,-114.52551,,,,,,,
WOLCOTT,Wolcott,IN,,40.75948,-87.04251,,,,,,,
SILVER BOW,Silver Bow,MT,,45.91469,-112.6, , ,,,,,
OGDENSBURG,Ogdensburg,NY,,44.6948,-75.48024,,,, ,,,
TUCSON,Tucson,AZ,,32.22261,-110.97471,,,, ,,,
FOLLANSBEE,Follansbee,WV,,40.33452,-80.58841,,,,,,,
EL RENO,El Reno,OK,,35.53227,-97.95505,,,,,,,
ELMENDORF,Elmendorf,TX,,29.25607,-98.33112,,,,,,,
JACKSON,Jackson,MS,,32.29876,-90.18481,,,,,,,
JEFFERSONVILLE,Jeffersonville,IN,,38.27757,-85.73718,,,,,,,
LOVING,Loving,NM,,32.28538,-104.09633,,,,,,,
PEARL,Pearl,MS,,32.27459,-90.13231,,,,,,,
SAN ANTONIO,San Antonio,TX,,29.42412,-98.49363,,,,,,,
PRINEVILLE,Prineville,OR,,44.29984,-120.83447,,,,,,,
DETROIT,Detroit,MI,,42.33143,-83.04575,,,,,,,
BAKERSFIELD,Bakersfield,CA,,35.37329,-119.01871,,,,,,,
APPLETON,Appleton,WI,,44.26193,-88.41538,,,,,,,
EAST ST LOUIS,East St. Louis,IL,,38.6245,-90.15084,,,,,,,
KENT,Kent,WA,,47.38093,-122.23484,,,,,,,
MEMPHIS,Memphis,TN,,35.14953,-90.04898,,,,,,,
PASADENA,Pasadena,TX,,29.69106,-95.2091,,,,,,,
ROANOKE,Roanoke,VA,,37.27097,-79.94143,,,,,,,
SAGINAW,Saginaw,TX,,32.86096,-97.36335,,,,,,,
WATERTOWN,Watertown,WI,,43.19472,-88.72427,,,,,,,
SIOUX FALLS,Sioux Falls,SD,,43.54997,-96.70033,,,,,,,
GOLDEN,Golden,CO,,39.75554,-105.2211,,,,,,,
Hempstead,Hempstead,TX,,30.09771,-96.08163,,,,,,,
Taylor,Taylor,TX,,30.57076,-97.40944,,,,,,,
WILLISTON,Williston,ND,,48.14697,-103.61797,,,,,,,
GRAND FORKS,Grand Forks,ND,,47.92526,-97.03285,,,,,,,
RIVERSIDE,Riverside,VT,,44.482857,-73.213242,,,,,,,
MT HOPE,Mount Hope,WV,,37.8951,-81.16871,,,,,,,
WHITEVILLE,Whiteville,NC,,34.3388,-78.7039,,,,,,,
COOKEVILLE,Cookeville,TN,,36.162838,-85.50164,,,,,,,
OLD HICKORY,Old Hickory,TN,,36.2562,-86.6475,,,,,,,
BUCKLAND,Buckland,OH,,40.6231,-84.2605,,,,,,,
CELINA,Celina,OH,,40.5481,-84.5708,,,,,,,
GADSDEN,Gadsden,AL,,34.0143,-86.0066,,,,,,,
GLASGOW,Glasgow,VA,,37.6337,-79.4531,,,,,,,
STARKE,Starke,FL,,29.944,-82.109,,,,,,,
LEXINGTON,Lexington,KY,,38.0406,-84.5037,,,,,,,
ALLENTOWN,Allentown,PA,,40.6084,-75.4902,,,,,,,
CLARKSVILLE,Clarksville,TN,,36.5298,-87.3595,,,,,,,
CONWAY,Conway,SC,,33.836,-79.0478,,,,,,,
DIBOLL,Diboll,TX,,31.1877,-94.7816,,,,,,,
DOVER,Dover,OH,,40.5209,-81.474,,,,,,,
LEBANON,Lebanon,TN,,36.2081,-86.2911,,,,,,,
WOODBURN,Woodburn,KY,,36.8417,-86.5308,,,,,,,
EL RENO,El Reno,OK,,35.5323,-97.9557,,,,,,,
POCASSET,Pocasset,OK,,35.1945,-97.9517,,,,,,,
ROCK ISLAND,Rock Island,IL,,41.5095,-90.5787,,,,,,,
BRIGHTON,Brighton,CO,,39.9853,-104.8205,,,,,,,
COMMERCE CITY,Commerce City,CO,,39.8083,-104.9339,,,,,,,
DENVER,Denver,CO,,39.7392,-104.9903,,,,,,,
LUCERNE,Lucerne,CO,,40.5,-104.7,,,,,,,
WINDSOR,Windsor,CO,,40.4775,-104.9014,,,,,,,
BUFFALO,Buffalo,NY,,42.8864,-78.8784,,,,,,,
FORT LAUDERDALE,Fort Lauderdale,FL,,26.1224,-80.1373,,,,,,,
GEORGETOWN,Georgetown,SC,,33.3768,-79.2945,,,,,,,
GRAND RAPIDS,Grand Rapids,MI,,42.9634,-85.6681,,,,,,,
MADISON,Madison,IN,,38.7359,-85.3799,,,,,,,
MASSILLON,Massillon,OH,,40.7967,-81.5215,,,,,,,
MEMPHIS,Memphis,TN,,35.1495,-90.049,,,,,,,
LEOMINSTER,Leominster,MA,,42.5251,-71.7598,,,,,,,
WORCESTER,Worcester,MA,,42.2626,-71.8023,,,,,,,
SAGINAW,Saginaw,MI,,43.4195,-83.9508,,,,,,,
AUBURN,Auburn,ME,,44.0979,-70.2312,,,,,,,
BIG SPRING,Big Spring,TX,,32.2504,-101.4787,,,,,,,
BIRMINGHAM,Birmingham,AL,,33.5186,-86.8104,,,,,,,
COLORADO SPRINGS,Colorado Springs,CO,,38.8339,-104.8214,,,,,,,
DAVENPORT,Davenport,IA,,41.5236,-90.5776,,,,,,,
EL DORADO,El Dorado,KS,,37.8179,-96.862,,,,,,,
ELKO,Elko,NV,,40.8324,-115.7631,,,,,,,
GALVESTON,Galveston,TX,,29.3013,-94.7977,,,,,,,
HAMMOND,Hammond,IN,,41.5834,-87.5,,,,,,,
HENDERSON,Henderson,CO,,39.9219,-104.8708,,,,,,,
LAKE CITY,Lake City,FL,,30.1897,-82.6393,,,,,,,
LORDSTOWN,Lordstown,OH,,41.1667,-80.8573,,,,,,,
MELVINDALE,Melvindale,MI,,42.2825,-83.1752,,,,,,,
MIDVALE,Midvale,UT,,40.6111,-111.8999,,,,,,,
MOUNT PLEASANT,Mount Pleasant,PA,,40.1498,-79.5381,,,,,,,
PHILADELPHIA,Philadelphia,PA,,39.9526,-75.1652,,,,,,,
PRICE,Price,UT,,39.5994,-110.8107,,,,,,,
RIFLE,Rifle,CO,,39.5347,-107.7831,,,,,,,
ROCHESTER,Rochester,NY,,43.1566,-77.6088,,,,,,,
SANTA FE SPINGS,Santa Fe Springs,CA,,33.9472,-118.0853,,,,,,,
SAYRE,Sayre,PA,,41.9787,-76.5155,,,,,,,
TOOELE,Tooele,UT,,40.5308,-112.2983,,,,,,,
TRENTON,Trenton,ND,,48.0153,-103.7749,,,,,,,
VENICE,Venice,IL,,38.6728,-90.1687,,,,,,,
WESTLAKE,Westlake,LA,,30.2427,-93.2504,,,,,,,
ZANESVILLE,Zanesville,OH,,39.9403,-82.0132,,,,,,,
SAN DIEGO,San Diego,CA,,32.7157,-117.1611,,,,,,,
ODGDENSBURG,Ogdensburg,NY,,44.6948,-75.4863,,,,,,,
SCOTT CITY,Scott City,MO,,37.2159,-89.5223,,,,,,,
WINONA,Winona,MN,,44.0554,-91.6664,,,,,,,
SEVILLE,Seville,FL,,29.3261,-81.5073,,,,,,,
MARICOPA,Maricopa,CA,,35.0583,-119.4004,,,,,,,
BURLINGTON,Burlington,VT,,44.4759,-73.2121,,,,,,,
HUDSON FALLS,Hudson Falls,NY,,43.3009,-73.5837,,,,,,,
LOGAN TOWNSHIP,Logan Township,NJ,,39.7946,-75.3535,,,,,,,
PLATTSBURGH,Plattsburgh,NY,,44.6995,-73.4529,,,,,,,
SPRINGFIELD,Springfield,MO,,37.208957,-93.292299, ,,,,,,
ANTHONY,Anthony,TX,,31.9945,-106.5925,,,,,,,
VADO,Vado,NM,,32.1237,-106.6647,,,,,,,
HAMTRAMICK,Hamtramck,MI,,42.3928,-83.0496,,,,,,,
HOUSTON,Houston,TX,,29.7604,-95.3698,,,,,,,
MINNEAPOLIS,Minneapolis,MN,,44.9778,-93.265,,,,,,,
NORTH LAS VEGAS,North Las Vegas,NV,,36.1989,-115.1175,,,,,,,
SAN LUIS POTOSI,San Luis Potosí,SL,,22.1566,-100.9855,,,,,,,
ABERDEEN,Aberdeen,NC,,35.1315,-79.4295,,,,,,,
ARLINGTON,Arlington,TX,,32.7357,-97.1081,,,,,,,
BENSON,Benson,AZ,,31.967,-110.2945,,,,,,,
BRIDGEVIEW,Bridgeview,IL,,41.75,-87.8042,,,,,,,
CHICAGO,Chicago,IL,,41.8781,-87.6298,,,,,,,
CRAFTON,Crafton,PA,,40.4342,-80.0664,,,,,,,
HOLYOKE,Holyoke,MA,,42.2043,-72.6162,,,,,,,
LAKELAND,Lakeland,FL,,28.0395,-81.9498,,,,,,,
MARION,Marion,VA,,36.834,-81.514,,,,,,,
MC ADENVILLE,McAdenville,NC,,35.2568,-81.0798,,,,,,,
MEMPHIS,Memphis,TN,,35.1495,-90.049,,,,,,,
ORLANDO,Orlando,FL,,28.5383,-81.3792,,,,,,,
PARKER,Parker,AZ,,34.15,-114.289,,,,,,,
REDMOND,Redmond,OR,,44.2726,-121.1739,,,,,,,
SARALAND,Saraland,AL,,30.8207,-88.0703,,,,,,,
SPARTA,Sparta,NJ,,41.0334,-74.6382,,,,,,,
STOCKTON,Stockton,CA,,37.9577,-121.2908,,,,,,,
NORTH BERGEN,North Bergen,NJ,,40.8043,-74.0121,,,,,,,
SPARTA,Sparta,NJ,,41.0334,-74.6382,,,,,,,
BERWYN,Berwyn,IL,,41.8506,-87.7937,,,,,,,
TACOMA,Tacoma,WA,,47.2529,-122.4443,,,,,,,
SUDBURY,Sudbury,ON,,46.49,-81.01,,,,,,,
CIUDAD DE MEXICO,Ciudad de México,DF,,19.4326,-99.1332,,,,,,,
LAZARO CARDENAS,Lázaro Cárdenas,MH,,17.9587,-102.1945,,,,,,,
HOUSTON,Houston,TX,,29.7604,-95.3698,,,,,,,
SALT LAKE CITY,Salt Lake City,UT,,40.7608,-111.891,,,,,,,
BIG LAKE,Big Lake,TX,,31.191,-101.4604,,,,,,,
FAYETTEVILLE,Fayetteville,NC,,35.0527,-78.8784,,,,,,,
SAN ANGELO,San Angelo,TX,,31.4638,-100.437,,,,,,,
STEUBENVILLE,Steubenville,OH,,40.3698,-80.6334,,,,,,,
UPTON,Upton,WY,,44.0997,-104.6286,,,,,,,
CARLSBAD,Carlsbad,NM,,32.4207,-104.2288,,,,,,,
FT STOCKTON,Ft Stockton,TX,,30.8941,-102.884,,,,,,,
LEVELLAND,Levelland,TX,,33.5873,-102.3771,,,,,,,
LUBBOCK,Lubbock,TX,,33.5779,-101.8552,,,,,,,
MCCAMEY,McCamey,TX,,31.1343,-102.2223,,,,,,,
NORTH BRANCH,North Branch,MN,,45.5111,-92.9807,,,,,,,
SULPHUR JCT,Sulphur Jct,TX,,32.7639,-95.6593,,,,,,,
SOUTH GATE,South Gate,CA,,33.9547,-118.212,,,,,,,
HOUSTON,Houston,TX,,29.7604,-95.3698,,,,,,,
SPARROWS PT,Sparrows Pt,MD,,39.2259,-76.4502,,,,,,,
MEMPHIS,Memphis,TN,,35.1495,-90.049,,,,,,,
TAMPA,Tampa,FL,,27.9506,-82.4572,,,,,,,
BUTLER,Butler,PA,,40.8612,-79.8953,,,,,,,
CINCINNATI,Cincinnati,OH,,39.1031,-84.512,,,,,,,
CLEVELAND,Cleveland,OH,,41.4993,-81.6944,,,,,,,
COLUMBUS,Columbus,OH,,39.9612,-82.9988,,,,,,,
DETROIT,Detroit,MI,,42.3314,-83.0458,,,,,,,
EAST CHICAGO,East Chicago,IN,,41.6398,-87.4548,,,,,,,
GRAND RAPIDS,Grand Rapids,MI,,42.9634,-85.6681,,,,,,,
INDIANAPOLIS,Indianapolis,IN,,39.7684,-86.1581,,,,,,,
PITTSBURGH,Pittsburgh,PA,,40.4406,-79.9959,,,,,,,
ALBANY,Albany,NY,,42.6526,-73.7562,,,,,,,
ATLANTA,Atlanta,GA,,33.749,-84.388,,,,,,,
BALTIMORE,Baltimore,MD,,39.2904,-76.6122,,,,,,,
BEAUHARNOIS,Beauharnois,PQ,,45.3126,-73.8722,,,,,,,
BUFFALO,Buffalo,NY,,42.8864,-78.8784,,,,,,,
CHARLOTTE (WEST),Charlotte (West),NC,,35.2271,-80.8431,,,,,,,
CHATTANOOGA,Chattanooga,TN,,35.0456,-85.3097,,,,,,,
CHESTER,Chester,PA,,39.8496,-75.3557,,,,,,,
DALTON,Dalton,GA,,34.7698,-84.9702,,,,,,,
EAST SYRACUSE,East Syracuse,NY,,43.064,-76.0708,,,,,,,
ELIZABETH,Elizabeth,NJ,,40.6639,-74.2107,,,,,,,
KNOXVILLE,Knoxville,TN,,35.9606,-83.9207,,,,,,,
LOUISVILLE,Louisville,KY,,38.2527,-85.7585,,,,,,,
NASHVILLE,Nashville,TN,,36.1627,-86.7816,,,,,,,
NORTH HAVEN,North Haven,CT,,41.3901,-72.8598,,,,,,,
PHILADELPHIA,Philadelphia,PA,,39.9526,-75.1652,,,,,,,
RALEIGH,Raleigh,NC,,35.7796,-78.6382,,,,,,,
RICHMOND,Richmond,VA,,37.5407,-77.436,,,,,,,
WESTBOROUGH,Westborough,MA,,42.2695,-71.616,,,,,,,
WILMINGTON,Wilmington,DE,,39.7391,-75.5398,,,,,,,
AUGUSTA,Augusta,GA,,33.4735,-82.0105,,,,,,,
BIRMINGHAM,Birmingham,AL,,33.5186,-86.8104,,,,,,,
CHARLESTON,Charleston,SC,,32.7765,-79.9311,,,,,,,
FORT LAUDERDALE,Fort Lauderdale,FL,,26.1224,-80.1373,,,,,,,
GREENVILLE,Greenville,SC,,34.8526,-82.394,,,,,,,
JACKSONVILLE,Jacksonville,FL,,30.3322,-81.6557,,,,,,,
MONTGOMERY,Montgomery,AL,,32.3668,-86.3,,,,,,,
NEW ORLEANS,New Orleans,LA,,29.9511,-90.0715,,,,,,,
SANFORD,Sanford,FL,,28.8029,-81.2695,,,,,,,
TAMPA,Tampa,FL,,27.9506,-82.4572,,,,,,,
STOCKTON,Stockton,CA,,37.9577,-121.2908,,,,,,,
SAINT-HYACINTHE,Saint-Hyacinthe,PQ,,45.6306,-72.9577,,,,,,,
VAL-JOLI,Val-Joli,PQ,,45.6223,-71.9889,,,,,,,
BISHOP,Bishop,TX,,27.5831,-97.7981,,,,,,,
ENID,Enid,OK,,36.3956,-97.8784,,,,,,,
GARDEN CITY,Garden City,KS,,37.9717,-100.8727,,,,,,,
GRAND FORKS,Grand Forks,ND,,47.9253,-97.0329,,,,,,,
WELLSBORO,Wellsboro,PA,,41.7487,-77.3,,,,,,,
FAIRBURN,Fairburn,GA,,33.5671,-84.5816,,,,,,,
MEMPHIS,Memphis,TN,,35.1495,-90.049,,,,,,,
TACOMA,Tacoma,WA,,47.2529,-122.4443,,,,,,,
FONTANA,Fontana,CA,,34.0922,-117.435,,,,,,,
VANCOUVER,Vancouver,WA,,45.631,-122.6716,,,,,,,
EL PASO,El Paso,TX,,31.7619,-106.485,,,,,,,
LUBBOCK,Lubbock,TX,,33.5779,-101.8552,,,,,,,
SALT LAKE CITY,Salt Lake City,UT,,40.7608,-111.891,,,,,,,
TACOMA,Tacoma,WA,,47.2529,-122.4443,,,,,,,
BAKERSFIELD,Bakersfield,CA,,35.3733,-119.0187,,,,,,,
BISMARCK,Bismarck,ND,,46.8083,-100.7837,,,,,,,
HOBBS,Hobbs,NM,,32.7026,-103.136,,,,,,,
RIFLE,Rifle,CO,,39.5347,-107.7834,,,,,,,
GLENCOE,Glencoe,MN,,44.7702,-94.151,,,,,,,
EDMONTON,Edmonton,AB,,53.5461,-113.4938,,,,,,,
STURGEON COUNTY,Sturgeon County,AB,,53.8182,-113.6147,,,,,,,
WINNIPEG,Winnipeg,MB,,49.8951,-97.1384,,,,,,,
VAN WERT,Van Wert,OH,,40.8692,-84.5802,,,,,,,
FOWLER,Fowler,CA,,36.6308,-119.6788,,,,,,,
LATHROP,Lathrop,CA,,37.8225,-121.2761,,,,,,,
SELMA,Selma,CA,,36.5708,-119.6126,,,,,,,
BETHLEHEM,Bethlehem,PA,,40.625932,-75.370458,,,,,,,
SOUTH PLAINFIELD,South Plainfield,NJ,,40.579276,-74.41154,,,,,,,
COMMERCE,Commerce,CA,,34.00057,-118.159792,,,,,,,
EL CENTRO,El Centro,CA,,32.792,-115.563051,,,,,,,
LONG BEACH,Long Beach,CA,,33.77005,-118.193739,,,,,,,
PHOENIX,Phoenix,AZ,,33.448377,-112.074037,,,,,,,
WILMINGTON,Wilmington,CA,,33.785794,-118.263015,,,,,,,
