City,State,Latitude,Longitude
QUEENS,NY,40.654658,-73.841209
QUINCY,IL,39.933675,-91.379304
QUINCY,MA,42.261006,-71.008988
RACELAND,LA,29.723489,-90.629751
RAEFORD,NC,34.981303,-79.229567
RAINIER,OR,46.071388,-122.941401
RAVENSWOOD,WV,38.956291,-81.761981
REDWOOD CITY,CA,37.515274,-122.213672
REEDSBURG,WI,43.535051,-89.995509
REESEVILLE,WI,43.306173,-88.84455
REFUGIO,TX,28.307445,-97.274981
RESERVE,LA,30.072962,-90.555022
REYNOLDS,IN,40.749196,-86.87428
RICHLAND,WA,46.28698,-119.294045
RICHMOND,CA,37.952278,-122.360609
RIDGELEY,WV,39.641266,-78.772933
RIDGWAY,PA,41.431904,-78.727074
RIDLEY PARK,PA,39.877989,-75.325471
RINCON,GA,32.29469,-81.235348
RINGOES,NJ,40.430883,-74.871795
RIVER ROUGE,MI,42.274346,-83.124162
ROCHELLE,IL,41.919149,-89.063661
ROCHESTER,IN,41.060392,-86.198313
ROCK SPRINGS,WY,41.594705,-109.220921
ROCKAWAY,NJ,40.895853,-74.517323
ROCKINGHAM,VT,43.170475,-72.506593
ROCKMART,GA,34.008306,-85.044978
ROCKY MOUNT,NC,35.968514,-77.808294
ROME,NY,43.226002,-75.489523
ROMULUS,MI,42.223649,-83.366036
RONKS,PA,40.028441,-76.17608
ROSEVILLE,MN,45.015625,-93.153807
RURAL HALL,NC,36.224504,-80.296908
RUSK,TX,31.797759,-95.148758
RUSSELLVILLE,AR,35.276328,-93.138743
SACRAMENTO,CA,38.567694,-121.468161
SADDLE BROOK,NJ,40.903099,-74.093591
SAINT CLAIR,MI,42.82653,-82.492433
SAINT CLOUD,MN,45.526658,-94.171007
SAINT JOSEPH,MN,45.56507,-94.30207
SAINT JOSEPH,MO,39.75946,-94.821143
SAINT LOUIS,MO,38.635699,-90.244582
SALOME,AZ,33.777771,-113.606047
SAN FRANCISCO,CA,37.727239,-123.032229
SANDWICH,MA,41.757066,-70.498025
SANTA MARIA,CA,34.933076,-120.443559
SANTA PAULA,CA,34.354941,-119.066271
SARASOTA,FL,27.338257,-82.543721
SARATOGA SPRINGS,NY,43.067704,-73.778142
SATANTA,KS,37.437777,-100.988043
SAUK VILLAGE,IL,41.490094,-87.570624
SAVANNA,IL,42.093843,-90.139065
SCANDIA,KS,39.796886,-97.784001
SCARBOROUGH,ME,43.571203,-70.33417
SCHILLER PARK,IL,41.958626,-87.869317
SCHRIEVER,LA,29.728672,-90.835398
SCOTTDALE,PA,40.103389,-79.589818
SCOTTSVILLE,TX,32.540425,-94.239333
SEAFORD,DE,38.657254,-75.613378
SEARSPORT,ME,44.474953,-68.915604
SELMA,NC,35.539726,-78.291735
SEWARD,AK,60.124786,-149.391581
SHAFTER,CA,35.479421,-119.201285
SHAWNEE,OK,35.369413,-96.956408
SHELBY,NC,35.290405,-81.545645
SHELBY,OH,40.885138,-82.658308
SHELBYVILLE,TN,35.501473,-86.451662
SHELL ROCK,IA,42.712345,-92.581658
SHIPPINGPORT,PA,40.625126,-80.415891
SILOAM,NC,36.314134,-80.569112
SILSBEE,TX,30.345491,-94.176787
SLINGER,WI,43.335395,-88.276454
SNOWFLAKE,AZ,34.521459,-110.091182
SOUTH BEND,IN,41.676643,-86.268809
SOUTH PARIS,ME,44.217818,-70.513021
SOUTH POINT,OH,38.422181,-82.579061
SOUTH PORTLAND,ME,43.631402,-70.285989
SOUTH SAINT PAUL,MN,44.888027,-93.040497
SOUTH SIOUX CITY,NE,42.462124,-96.412965
SOUTH WINDHAM,CT,41.684189,-72.182474
SOUTH YARMOUTH,MA,41.667083,-70.200793
SPARKS,NV,39.574341,-119.715154
SPENCER,MA,42.248575,-71.99313
SPOKANE,WA,47.666935,-117.433322
SPRINGDALE,AR,36.191438,-94.155062
SPRINGFIELD,IL,39.791063,-89.644572
SPRINGFIELD,OH,39.928908,-83.794241
SPRINGFIELD,VA,38.781571,-77.183921
SPRUCE PINE,NC,35.913964,-82.069702
ST. ALBANS,VT,44.811538,-73.084462
ST. JAMES,LA,30.018643,-90.850881
ST. JAMES,MD,39.573816,-77.748248
ST. JOSEPH,MO,39.75946,-94.821143
ST. LOUIS,MI,43.408528,-84.61123
ST. LOUIS,MO,38.635699,-90.244582
ST. MARYS,GA,30.756672,-81.578449
ST. ROSE,LA,29.963475,-90.307893
STANDISH,MI,43.977711,-83.963989
STARR,SC,34.37789,-82.695327
STATESVILLE,NC,35.785493,-80.872962
STERLING,IL,41.799688,-89.695933
STRATTON,CO,39.302884,-102.60347
SUFFOLK,VA,36.697157,-76.634781
SULLIVAN,IN,39.097292,-87.407329
SUMMIT,IL,41.788452,-87.813921
SUNBURY,PA,40.86147,-76.786695
SWEDESBORO,NJ,39.745884,-75.310947
TALLULAH,LA,32.406696,-91.1917
TANGENT,OR,44.547613,-123.110798
TAUNTON,MA,41.903324,-71.094987
TAVARES,FL,28.765875,-81.756384
TAYLOR,MI,42.225283,-83.267691
TELL CITY,IN,37.953015,-86.759257
TEMPLE,TX,31.104936,-97.388512
TENINO,WA,46.853817,-122.86045
THEODORE,AL,30.538686,-88.187573
THOMAS,OK,35.744773,-98.739686
THURMONT,MD,39.619976,-77.407695
TIFFIN,OH,41.11491,-83.180468
TIOGA,ND,48.394617,-102.94349
TIPTONVILLE,TN,36.376076,-89.475327
TOCCOA,GA,34.582081,-83.327169
TOMAHAWK,WI,45.478961,-89.711773
TOPEKA,KS,39.034673,-95.696191
TOTOWA,NJ,40.903415,-74.219779
TOUGHKENAMON,PA,39.831997,-75.755702
TOWANDA,PA,41.770945,-76.446503
TROY,IN,38.001969,-86.798992
TUNKHANNOCK,PA,41.541084,-75.949058
TUSCALOOSA,AL,33.234404,-87.5283
TWO HARBORS,MN,47.029954,-91.675744
UMATILLA,OR,45.917612,-119.331979
UNION CITY,TN,36.427088,-89.04772
UTICA,IL,41.345599,-88.986337
VALDOSTA,GA,30.850126,-83.278833
VALE,OR,43.983987,-117.242198
VAN BUREN,AR,35.451176,-94.354003
VAN BUREN,ME,47.167047,-67.948881
VICKSBURG,MS,32.322004,-90.881557
VICTORIA,TX,28.828528,-96.986015
VIDOR,TX,30.128139,-93.991733
VINE GROVE,KY,37.811861,-85.984416
WABASHA,MN,44.371107,-92.0457
WAITE PARK,MN,45.520868,-94.242982
WALLINGFORD,CT,41.458657,-72.804516
WARDEN,WA,46.967256,-119.052783
WARESBORO,GA,31.247501,-82.472031
WARMINSTER,PA,40.202711,-75.088956
WARSAW,NC,34.999578,-78.092726
WASHINGTON,GA,33.735236,-82.74227
WASHINGTON,IN,38.658226,-87.160361
WASHINGTON,MO,38.551919,-91.015491
WASHINGTON,NJ,40.758525,-74.98319
WAYNE,MI,42.276913,-83.388148
WEBB CITY,MO,37.141276,-94.467627
WEBSTER,NY,43.216387,-77.4219
WEIRTON,WV,40.406331,-80.56558
WELLSVILLE,OH,40.603924,-80.655745
WEST COLUMBIA,SC,33.99013,-81.099354
WEST ELIZABETH,PA,40.270567,-79.896214
WEST HARRISON,IN,39.257846,-84.822336
WEST HAVEN,UT,41.209075,-112.053612
WEST MONROE,LA,32.51234,-92.15107
WEST PALM BEACH,FL,26.745114,-80.127038
WEST SACRAMENTO,CA,38.554368,-121.548663
WEST SENECA,NY,42.837777,-78.751233
WESTVILLE,NJ,39.86923,-75.131335
WESTWEGO,LA,29.905363,-90.143545
WEYERS CAVE,VA,38.28006,-78.914162
WHIPPANY,NJ,40.823281,-74.418686
WHITE CITY,OR,42.431667,-122.832231
WHITE CREEK,NY,42.993104,-73.322231
WHITE PIGEON,MI,41.795234,-85.650406
WHITE RIVER JUNCTION,VT,43.650026,-72.329173
WHITEFIELD,NH,44.371308,-71.609953
WHITTIER,AK,60.777318,-148.663713
WICHITA,KS,37.690638,-97.345836
WILBRAHAM,MA,42.132114,-72.438154
WILKES-BARRE,PA,41.246561,-75.875689
WILLIAMS,IA,42.489193,-93.541245
WILLIAMSTON,SC,34.619088,-82.480391
WILLISTON,FL,29.393879,-82.442308
WILSON,NC,35.731488,-77.93075
WINDSOR,WI,43.245704,-89.281518
WINFIELD,PA,40.894745,-76.86034
WINNSBORO,SC,34.368598,-81.091378
WINSTON,OR,43.120109,-123.424531
WISCONSIN RAPIDS,WI,44.392923,-89.826749
WOBURN,MA,42.488703,-71.154383
WOOD RIVER,IL,38.86327,-90.077644
WOODHAVEN,MI,42.13453,-83.235139
WOODLAND,CA,38.67116,-121.750043
WOODSTOWN,NJ,39.650178,-75.326232
WOODWARD,OK,36.424832,-99.404726
WORTHINGTON,MN,43.628733,-95.599702
WORTHINGTON,PA,40.837987,-79.635032
WRIGHT,WY,43.749153,-105.494834
WRIGHT CITY,OK,34.066286,-95.00701
WURTLAND,KY,38.549598,-82.779018
WYALUSING,PA,41.672641,-76.26116
WYOMING,MI,42.890317,-85.706733
YAKIMA,WA,46.590938,-120.5494
YODER,WY,41.916978,-104.295389
YOUNGSTOWN,OH,41.099095,-80.645902
YREKA,CA,41.724032,-122.63157
YULEE,FL,30.635418,-81.569584
